,year,month,day,hour,city,dewp,pres,temp,cbwd,iws,pm2.5,is,ir,date_time
8117,2011,1,3,2,beijing_2,-15.0,1033.0,-7.0,NE,2.67,85.0,0.0,0.0,2011-01-03 02:00:00
8118,2011,1,3,3,beijing_2,-15.0,1032.0,-8.0,NE,3.56,143.0,0.0,0.0,2011-01-03 03:00:00
8119,2011,1,3,4,beijing_2,-15.0,1032.0,-8.0,SE,0.89,181.0,0.0,0.0,2011-01-03 04:00:00
8120,2011,1,3,5,beijing_2,-15.0,1032.0,-8.0,CV,0.89,188.0,0.0,0.0,2011-01-03 05:00:00
8121,2011,1,3,6,beijing_2,-15.0,1032.0,-9.0,NE,0.89,167.0,0.0,0.0,2011-01-03 06:00:00
8122,2011,1,3,7,beijing_2,-15.0,1032.0,-9.0,NW,0.89,173.0,0.0,0.0,2011-01-03 07:00:00
8123,2011,1,3,8,beijing_2,-15.0,1032.0,-9.0,NW,2.68,155.0,0.0,0.0,2011-01-03 08:00:00
8124,2011,1,3,9,beijing_2,-13.0,1033.0,-8.0,NE,0.89,124.0,0.0,0.0,2011-01-03 09:00:00
8125,2011,1,3,10,beijing_2,-14.0,1033.0,-6.0,CV,0.89,105.0,0.0,0.0,2011-01-03 10:00:00
8126,2011,1,3,11,beijing_2,-13.0,1032.0,-4.0,SE,0.89,87.0,0.0,0.0,2011-01-03 11:00:00
8127,2011,1,3,12,beijing_2,-13.0,1031.0,-3.0,CV,0.89,93.0,0.0,0.0,2011-01-03 12:00:00
8128,2011,1,3,13,beijing_2,-13.0,1030.0,-2.0,CV,1.78,134.0,0.0,0.0,2011-01-03 13:00:00
8129,2011,1,3,14,beijing_2,-15.0,1029.0,-1.0,CV,2.67,164.0,0.0,0.0,2011-01-03 14:00:00
8130,2011,1,3,15,beijing_2,-15.0,1029.0,-1.0,SE,1.79,180.0,0.0,0.0,2011-01-03 15:00:00
8131,2011,1,3,16,beijing_2,-15.0,1029.0,-2.0,CV,0.89,184.0,0.0,0.0,2011-01-03 16:00:00
8132,2011,1,3,17,beijing_2,-15.0,1029.0,-3.0,CV,1.34,175.0,0.0,0.0,2011-01-03 17:00:00
8133,2011,1,3,18,beijing_2,-14.0,1029.0,-5.0,NE,0.89,188.0,0.0,0.0,2011-01-03 18:00:00
8134,2011,1,3,19,beijing_2,-14.0,1030.0,-5.0,NE,1.78,255.0,0.0,0.0,2011-01-03 19:00:00
8135,2011,1,3,20,beijing_2,-14.0,1029.0,-8.0,NE,2.67,286.0,0.0,0.0,2011-01-03 20:00:00
8136,2011,1,3,21,beijing_2,-15.0,1029.0,-8.0,CV,0.45,225.0,0.0,0.0,2011-01-03 21:00:00
8137,2011,1,3,22,beijing_2,-15.0,1029.0,-9.0,CV,1.34,234.0,0.0,0.0,2011-01-03 22:00:00
8138,2011,1,3,23,beijing_2,-15.0,1029.0,-9.0,NW,1.79,226.0,0.0,0.0,2011-01-03 23:00:00
8139,2011,1,4,0,beijing_2,-15.0,1029.0,-10.0,NW,2.68,233.0,0.0,0.0,2011-01-04 00:00:00
8140,2011,1,4,1,beijing_2,-15.0,1028.0,-10.0,CV,0.45,275.0,0.0,0.0,2011-01-04 01:00:00
8141,2011,1,4,2,beijing_2,-16.0,1028.0,-11.0,NW,3.13,153.0,0.0,0.0,2011-01-04 02:00:00
8142,2011,1,4,3,beijing_2,-15.0,1028.0,-9.0,NW,4.92,121.0,0.0,0.0,2011-01-04 03:00:00
8143,2011,1,4,4,beijing_2,-15.0,1028.0,-11.0,NW,5.81,77.0,0.0,0.0,2011-01-04 04:00:00
8144,2011,1,4,5,beijing_2,-16.0,1028.0,-11.0,NW,7.6,64.0,0.0,0.0,2011-01-04 05:00:00
8145,2011,1,4,6,beijing_2,-15.0,1028.0,-10.0,NW,9.39,67.0,0.0,0.0,2011-01-04 06:00:00
8146,2011,1,4,7,beijing_2,-15.0,1028.0,-11.0,CV,0.89,67.0,0.0,0.0,2011-01-04 07:00:00
8147,2011,1,4,8,beijing_2,-16.0,1028.0,-11.0,NW,1.79,59.0,0.0,0.0,2011-01-04 08:00:00
8148,2011,1,4,9,beijing_2,-14.0,1028.0,-9.0,NE,1.79,74.0,0.0,0.0,2011-01-04 09:00:00
8149,2011,1,4,10,beijing_2,-13.0,1028.0,-5.0,CV,0.89,89.0,0.0,0.0,2011-01-04 10:00:00
8150,2011,1,4,11,beijing_2,-14.0,1028.0,-4.0,CV,1.78,96.0,0.0,0.0,2011-01-04 11:00:00
8151,2011,1,4,12,beijing_2,-14.0,1027.0,-2.0,CV,2.67,96.0,0.0,0.0,2011-01-04 12:00:00
8152,2011,1,4,13,beijing_2,-14.0,1026.0,0.0,CV,3.56,85.0,0.0,0.0,2011-01-04 13:00:00
8153,2011,1,4,14,beijing_2,-14.0,1025.0,2.0,NW,3.13,84.0,0.0,0.0,2011-01-04 14:00:00
8154,2011,1,4,15,beijing_2,-15.0,1024.0,2.0,NW,8.94,90.0,0.0,0.0,2011-01-04 15:00:00
8155,2011,1,4,16,beijing_2,-16.0,1024.0,2.0,NW,13.86,61.0,0.0,0.0,2011-01-04 16:00:00
8156,2011,1,4,17,beijing_2,-17.0,1025.0,0.0,NW,21.01,65.0,0.0,0.0,2011-01-04 17:00:00
8157,2011,1,4,18,beijing_2,-15.0,1026.0,0.0,NW,29.06,73.0,0.0,0.0,2011-01-04 18:00:00
8158,2011,1,4,19,beijing_2,-16.0,1027.0,0.0,NW,36.21,68.0,0.0,0.0,2011-01-04 19:00:00
8159,2011,1,4,20,beijing_2,-17.0,1027.0,-2.0,NW,43.36,58.0,0.0,0.0,2011-01-04 20:00:00
8160,2011,1,4,21,beijing_2,-17.0,1028.0,-2.0,NW,51.41,53.0,0.0,0.0,2011-01-04 21:00:00
8161,2011,1,4,22,beijing_2,-18.0,1028.0,-3.0,NW,58.56,46.0,0.0,0.0,2011-01-04 22:00:00
8162,2011,1,4,23,beijing_2,-18.0,1029.0,-4.0,NW,66.61,38.0,0.0,0.0,2011-01-04 23:00:00
8163,2011,1,5,0,beijing_2,-19.0,1029.0,-5.0,NW,75.55,28.0,0.0,0.0,2011-01-05 00:00:00
8164,2011,1,5,1,beijing_2,-19.0,1029.0,-5.0,NW,85.38,31.0,0.0,0.0,2011-01-05 01:00:00
8165,2011,1,5,2,beijing_2,-20.0,1029.0,-6.0,NW,95.21,24.0,0.0,0.0,2011-01-05 02:00:00
8166,2011,1,5,3,beijing_2,-20.0,1030.0,-7.0,NW,104.15,21.0,0.0,0.0,2011-01-05 03:00:00
8167,2011,1,5,4,beijing_2,-20.0,1030.0,-7.0,NW,113.09,27.0,0.0,0.0,2011-01-05 04:00:00
8168,2011,1,5,5,beijing_2,-21.0,1030.0,-7.0,NW,122.92,23.0,0.0,0.0,2011-01-05 05:00:00
8169,2011,1,5,6,beijing_2,-21.0,1030.0,-8.0,NW,130.07,24.0,0.0,0.0,2011-01-05 06:00:00
8170,2011,1,5,7,beijing_2,-21.0,1031.0,-8.0,NW,137.22,21.0,0.0,0.0,2011-01-05 07:00:00
8171,2011,1,5,8,beijing_2,-22.0,1032.0,-7.0,NW,146.16,19.0,0.0,0.0,2011-01-05 08:00:00
8172,2011,1,5,9,beijing_2,-21.0,1032.0,-7.0,NW,155.1,21.0,0.0,0.0,2011-01-05 09:00:00
8173,2011,1,5,10,beijing_2,-21.0,1032.0,-6.0,NW,164.04,19.0,0.0,0.0,2011-01-05 10:00:00
8174,2011,1,5,11,beijing_2,-21.0,1032.0,-4.0,NW,172.98,21.0,0.0,0.0,2011-01-05 11:00:00
8175,2011,1,5,12,beijing_2,-21.0,1031.0,-4.0,NW,182.81,18.0,0.0,0.0,2011-01-05 12:00:00
8176,2011,1,5,13,beijing_2,-21.0,1031.0,-3.0,NW,191.75,19.0,0.0,0.0,2011-01-05 13:00:00
8177,2011,1,5,14,beijing_2,-20.0,1030.0,-2.0,NW,199.8,16.0,0.0,0.0,2011-01-05 14:00:00
8178,2011,1,5,15,beijing_2,-20.0,1031.0,-2.0,NW,208.74,18.0,0.0,0.0,2011-01-05 15:00:00
8179,2011,1,5,16,beijing_2,-20.0,1031.0,-2.0,NW,218.57,18.0,0.0,0.0,2011-01-05 16:00:00
8180,2011,1,5,17,beijing_2,-19.0,1032.0,-3.0,NW,227.51,16.0,0.0,0.0,2011-01-05 17:00:00
8181,2011,1,5,18,beijing_2,-19.0,1032.0,-4.0,NW,235.56,10.0,0.0,0.0,2011-01-05 18:00:00
8182,2011,1,5,19,beijing_2,-19.0,1033.0,-4.0,NW,243.61,16.0,0.0,0.0,2011-01-05 19:00:00
8183,2011,1,5,20,beijing_2,-19.0,1035.0,-5.0,NW,252.55,17.0,0.0,0.0,2011-01-05 20:00:00
8184,2011,1,5,21,beijing_2,-19.0,1035.0,-5.0,NW,259.7,17.0,0.0,0.0,2011-01-05 21:00:00
8185,2011,1,5,22,beijing_2,-19.0,1036.0,-5.0,NW,266.85,30.0,0.0,0.0,2011-01-05 22:00:00
8186,2011,1,5,23,beijing_2,-19.0,1037.0,-5.0,NW,274.9,12.0,0.0,0.0,2011-01-05 23:00:00
8187,2011,1,6,0,beijing_2,-19.0,1037.0,-6.0,NW,282.95,13.0,0.0,0.0,2011-01-06 00:00:00
8188,2011,1,6,1,beijing_2,-20.0,1037.0,-7.0,NW,288.76,17.0,0.0,0.0,2011-01-06 01:00:00
8189,2011,1,6,2,beijing_2,-20.0,1038.0,-7.0,NW,294.57,10.0,0.0,0.0,2011-01-06 02:00:00
8190,2011,1,6,3,beijing_2,-20.0,1038.0,-7.0,NW,302.62,12.0,0.0,0.0,2011-01-06 03:00:00
8191,2011,1,6,4,beijing_2,-20.0,1038.0,-8.0,NW,307.54,13.0,0.0,0.0,2011-01-06 04:00:00
8192,2011,1,6,5,beijing_2,-20.0,1038.0,-8.0,NW,312.46,13.0,0.0,0.0,2011-01-06 05:00:00
8193,2011,1,6,6,beijing_2,-20.0,1039.0,-8.0,NW,317.38,9.0,0.0,0.0,2011-01-06 06:00:00
8194,2011,1,6,7,beijing_2,-21.0,1039.0,-9.0,NW,321.4,6.0,0.0,0.0,2011-01-06 07:00:00
8195,2011,1,6,8,beijing_2,-20.0,1040.0,-9.0,NW,325.42,9.0,0.0,0.0,2011-01-06 08:00:00
8196,2011,1,6,9,beijing_2,-20.0,1041.0,-6.0,NW,332.57,14.0,0.0,0.0,2011-01-06 09:00:00
8197,2011,1,6,10,beijing_2,-20.0,1041.0,-5.0,NW,341.51,14.0,0.0,0.0,2011-01-06 10:00:00
8198,2011,1,6,11,beijing_2,-19.0,1040.0,-4.0,NW,350.45,13.0,0.0,0.0,2011-01-06 11:00:00
8199,2011,1,6,12,beijing_2,-19.0,1039.0,-2.0,NW,359.39,18.0,0.0,0.0,2011-01-06 12:00:00
8200,2011,1,6,13,beijing_2,-19.0,1038.0,-2.0,NW,368.33,15.0,0.0,0.0,2011-01-06 13:00:00
8201,2011,1,6,14,beijing_2,-19.0,1037.0,-1.0,NW,377.27,18.0,0.0,0.0,2011-01-06 14:00:00
8202,2011,1,6,15,beijing_2,-18.0,1037.0,-1.0,NW,385.32,13.0,0.0,0.0,2011-01-06 15:00:00
8203,2011,1,6,16,beijing_2,-18.0,1037.0,-2.0,NW,392.47,13.0,0.0,0.0,2011-01-06 16:00:00
8204,2011,1,6,17,beijing_2,-18.0,1036.0,-1.0,NW,399.62,20.0,0.0,0.0,2011-01-06 17:00:00
8205,2011,1,6,18,beijing_2,-18.0,1037.0,-2.0,NW,406.77,21.0,0.0,0.0,2011-01-06 18:00:00
8206,2011,1,6,19,beijing_2,-18.0,1037.0,-3.0,NW,412.58,22.0,0.0,0.0,2011-01-06 19:00:00
8207,2011,1,6,20,beijing_2,-18.0,1037.0,-4.0,NW,417.5,27.0,0.0,0.0,2011-01-06 20:00:00
8208,2011,1,6,21,beijing_2,-19.0,1037.0,-6.0,NW,422.42,21.0,0.0,0.0,2011-01-06 21:00:00
8209,2011,1,6,22,beijing_2,-19.0,1038.0,-6.0,NW,425.55,28.0,0.0,0.0,2011-01-06 22:00:00
8210,2011,1,6,23,beijing_2,-19.0,1038.0,-7.0,NW,429.57,22.0,0.0,0.0,2011-01-06 23:00:00
8211,2011,1,7,0,beijing_2,-18.0,1037.0,-6.0,NW,432.7,18.0,0.0,0.0,2011-01-07 00:00:00
8212,2011,1,7,1,beijing_2,-18.0,1037.0,-7.0,NW,437.62,17.0,0.0,0.0,2011-01-07 01:00:00
8213,2011,1,7,2,beijing_2,-19.0,1036.0,-7.0,NW,441.64,16.0,0.0,0.0,2011-01-07 02:00:00
8214,2011,1,7,3,beijing_2,-19.0,1036.0,-10.0,NW,445.66,27.0,0.0,0.0,2011-01-07 03:00:00
8215,2011,1,7,4,beijing_2,-19.0,1035.0,-8.0,NE,4.02,17.0,0.0,0.0,2011-01-07 04:00:00
8216,2011,1,7,5,beijing_2,-19.0,1035.0,-11.0,NW,4.02,13.0,0.0,0.0,2011-01-07 05:00:00
8217,2011,1,7,6,beijing_2,-19.0,1035.0,-11.0,NW,7.15,23.0,0.0,0.0,2011-01-07 06:00:00
8218,2011,1,7,7,beijing_2,-19.0,1035.0,-11.0,NW,10.28,27.0,0.0,0.0,2011-01-07 07:00:00
8219,2011,1,7,8,beijing_2,-19.0,1035.0,-8.0,NW,13.41,44.0,0.0,0.0,2011-01-07 08:00:00
8220,2011,1,7,9,beijing_2,-18.0,1034.0,-5.0,NW,17.43,24.0,0.0,0.0,2011-01-07 09:00:00
8221,2011,1,7,10,beijing_2,-18.0,1034.0,-4.0,NW,22.35,32.0,0.0,0.0,2011-01-07 10:00:00
8222,2011,1,7,11,beijing_2,-18.0,1033.0,-3.0,NW,25.48,40.0,0.0,0.0,2011-01-07 11:00:00
8223,2011,1,7,12,beijing_2,-18.0,1032.0,-2.0,NW,27.27,43.0,0.0,0.0,2011-01-07 12:00:00
8224,2011,1,7,13,beijing_2,-17.0,1030.0,-1.0,CV,0.89,51.0,0.0,0.0,2011-01-07 13:00:00
8225,2011,1,7,14,beijing_2,-18.0,1028.0,1.0,CV,2.68,48.0,0.0,0.0,2011-01-07 14:00:00
8226,2011,1,7,15,beijing_2,-18.0,1027.0,1.0,SE,1.79,56.0,0.0,0.0,2011-01-07 15:00:00
8227,2011,1,7,16,beijing_2,-18.0,1026.0,0.0,SE,4.92,56.0,0.0,0.0,2011-01-07 16:00:00
8228,2011,1,7,17,beijing_2,-17.0,1026.0,-1.0,SE,8.05,54.0,0.0,0.0,2011-01-07 17:00:00
8229,2011,1,7,18,beijing_2,-17.0,1026.0,-1.0,SE,12.07,69.0,0.0,0.0,2011-01-07 18:00:00
8230,2011,1,7,19,beijing_2,-17.0,1025.0,-2.0,SE,15.2,79.0,0.0,0.0,2011-01-07 19:00:00
8231,2011,1,7,20,beijing_2,-16.0,1025.0,-2.0,SE,18.33,79.0,0.0,0.0,2011-01-07 20:00:00
8232,2011,1,7,21,beijing_2,-17.0,1025.0,-4.0,SE,19.22,92.0,0.0,0.0,2011-01-07 21:00:00
8233,2011,1,7,22,beijing_2,-16.0,1025.0,-4.0,CV,0.89,86.0,0.0,0.0,2011-01-07 22:00:00
8234,2011,1,7,23,beijing_2,-16.0,1025.0,-7.0,CV,1.78,109.0,0.0,0.0,2011-01-07 23:00:00
8235,2011,1,8,0,beijing_2,-14.0,1025.0,-7.0,SE,0.89,120.0,0.0,0.0,2011-01-08 00:00:00
8236,2011,1,8,1,beijing_2,-15.0,1024.0,-6.0,SE,2.68,126.0,0.0,0.0,2011-01-08 01:00:00
8237,2011,1,8,2,beijing_2,-15.0,1024.0,-8.0,CV,0.89,156.0,0.0,0.0,2011-01-08 02:00:00
8238,2011,1,8,3,beijing_2,-15.0,1024.0,-7.0,NW,0.89,156.0,0.0,0.0,2011-01-08 03:00:00
8239,2011,1,8,4,beijing_2,-15.0,1024.0,-7.0,NW,2.68,173.0,0.0,0.0,2011-01-08 04:00:00
8240,2011,1,8,5,beijing_2,-15.0,1024.0,-6.0,NW,5.81,181.0,0.0,0.0,2011-01-08 05:00:00
8241,2011,1,8,6,beijing_2,-15.0,1025.0,-5.0,NW,8.94,118.0,0.0,0.0,2011-01-08 06:00:00
8242,2011,1,8,7,beijing_2,-16.0,1025.0,-5.0,NW,13.86,79.0,0.0,0.0,2011-01-08 07:00:00
8243,2011,1,8,8,beijing_2,-14.0,1026.0,-3.0,NW,18.78,25.0,0.0,0.0,2011-01-08 08:00:00
8244,2011,1,8,9,beijing_2,-16.0,1027.0,-3.0,NW,25.93,19.0,0.0,0.0,2011-01-08 09:00:00
8245,2011,1,8,10,beijing_2,-17.0,1028.0,-3.0,NW,34.87,16.0,0.0,0.0,2011-01-08 10:00:00
8246,2011,1,8,11,beijing_2,-17.0,1028.0,-2.0,NW,46.05,21.0,0.0,0.0,2011-01-08 11:00:00
8247,2011,1,8,12,beijing_2,-17.0,1027.0,-1.0,NW,54.99,20.0,0.0,0.0,2011-01-08 12:00:00
8248,2011,1,8,13,beijing_2,-17.0,1027.0,-1.0,NW,63.93,23.0,0.0,0.0,2011-01-08 13:00:00
8249,2011,1,8,14,beijing_2,-17.0,1028.0,-1.0,NW,73.76,26.0,0.0,0.0,2011-01-08 14:00:00
8250,2011,1,8,15,beijing_2,-18.0,1028.0,-1.0,NW,83.59,17.0,0.0,0.0,2011-01-08 15:00:00
8251,2011,1,10,16,beijing_2,-22.0,1024.0,0.0,NW,33.08,43.0,0.0,0.0,2011-01-10 16:00:00
8252,2011,1,10,17,beijing_2,-20.0,1024.0,-1.0,CV,4.02,50.0,0.0,0.0,2011-01-10 17:00:00
8253,2011,1,10,18,beijing_2,-20.0,1024.0,-3.0,SE,3.13,70.0,0.0,0.0,2011-01-10 18:00:00
8254,2011,1,10,19,beijing_2,-19.0,1023.0,-4.0,SE,6.26,69.0,0.0,0.0,2011-01-10 19:00:00
8255,2011,1,10,20,beijing_2,-19.0,1023.0,-3.0,SE,11.18,88.0,0.0,0.0,2011-01-10 20:00:00
8256,2011,1,10,21,beijing_2,-20.0,1022.0,-3.0,SE,15.2,106.0,0.0,0.0,2011-01-10 21:00:00
8257,2011,1,10,22,beijing_2,-20.0,1022.0,-4.0,SE,18.33,115.0,0.0,0.0,2011-01-10 22:00:00
8258,2011,1,10,23,beijing_2,-20.0,1022.0,-6.0,CV,0.89,100.0,0.0,0.0,2011-01-10 23:00:00
8259,2011,1,11,0,beijing_2,-19.0,1021.0,-7.0,CV,1.78,105.0,0.0,0.0,2011-01-11 00:00:00
8260,2011,1,11,1,beijing_2,-19.0,1021.0,-2.0,NW,4.92,76.0,0.0,0.0,2011-01-11 01:00:00
8261,2011,1,11,2,beijing_2,-19.0,1021.0,-5.0,NW,6.71,33.0,0.0,0.0,2011-01-11 02:00:00
8262,2011,1,11,3,beijing_2,-19.0,1021.0,-7.0,NW,8.5,29.0,0.0,0.0,2011-01-11 03:00:00
8263,2011,1,11,4,beijing_2,-19.0,1021.0,-6.0,CV,1.79,26.0,0.0,0.0,2011-01-11 04:00:00
8264,2011,1,11,5,beijing_2,-19.0,1021.0,-4.0,NW,8.05,19.0,0.0,0.0,2011-01-11 05:00:00
8265,2011,1,11,6,beijing_2,-20.0,1022.0,-5.0,NW,13.86,18.0,0.0,0.0,2011-01-11 06:00:00
8266,2011,1,11,7,beijing_2,-20.0,1022.0,-5.0,NW,19.67,13.0,0.0,0.0,2011-01-11 07:00:00
8267,2011,1,11,8,beijing_2,-20.0,1023.0,-6.0,NW,25.48,14.0,0.0,0.0,2011-01-11 08:00:00
8268,2011,1,11,9,beijing_2,-20.0,1024.0,-4.0,NW,33.53,15.0,0.0,0.0,2011-01-11 09:00:00
8269,2011,1,11,10,beijing_2,-20.0,1025.0,-3.0,NW,41.58,18.0,0.0,0.0,2011-01-11 10:00:00
8270,2011,1,11,11,beijing_2,-20.0,1025.0,-3.0,NW,49.63,21.0,0.0,0.0,2011-01-11 11:00:00
8271,2011,1,11,12,beijing_2,-20.0,1024.0,-2.0,NW,56.78,21.0,0.0,0.0,2011-01-11 12:00:00
8272,2011,1,11,13,beijing_2,-21.0,1023.0,-1.0,NW,64.83,16.0,0.0,0.0,2011-01-11 13:00:00
8273,2011,1,11,14,beijing_2,-20.0,1023.0,-1.0,NW,71.98,8.0,0.0,0.0,2011-01-11 14:00:00
8274,2011,1,11,15,beijing_2,-20.0,1022.0,-1.0,NW,80.92,18.0,0.0,0.0,2011-01-11 15:00:00
8275,2011,1,11,16,beijing_2,-20.0,1023.0,-1.0,NW,88.97,12.0,0.0,0.0,2011-01-11 16:00:00
8276,2011,1,11,17,beijing_2,-22.0,1023.0,-2.0,NW,94.78,13.0,0.0,0.0,2011-01-11 17:00:00
8277,2011,1,11,18,beijing_2,-22.0,1024.0,-3.0,NW,99.7,19.0,0.0,0.0,2011-01-11 18:00:00
8278,2011,1,11,19,beijing_2,-23.0,1024.0,-3.0,NW,106.85,21.0,0.0,0.0,2011-01-11 19:00:00
8279,2011,1,11,20,beijing_2,-23.0,1025.0,-5.0,CV,0.89,20.0,0.0,0.0,2011-01-11 20:00:00
8280,2011,1,11,21,beijing_2,-23.0,1025.0,-6.0,NW,4.02,22.0,0.0,0.0,2011-01-11 21:00:00
8281,2011,1,11,22,beijing_2,-23.0,1025.0,-7.0,CV,0.89,37.0,0.0,0.0,2011-01-11 22:00:00
8282,2011,1,11,23,beijing_2,-23.0,1025.0,-8.0,CV,1.78,54.0,0.0,0.0,2011-01-11 23:00:00
8283,2011,1,12,0,beijing_2,-22.0,1025.0,-6.0,NW,1.79,45.0,0.0,0.0,2011-01-12 00:00:00
8284,2011,1,12,1,beijing_2,-21.0,1025.0,-8.0,NW,3.58,24.0,0.0,0.0,2011-01-12 01:00:00
8285,2011,1,12,2,beijing_2,-22.0,1025.0,-9.0,NW,5.37,35.0,0.0,0.0,2011-01-12 02:00:00
8286,2011,1,12,3,beijing_2,-20.0,1025.0,-11.0,CV,0.89,30.0,0.0,0.0,2011-01-12 03:00:00
8287,2011,1,12,4,beijing_2,-21.0,1025.0,-10.0,NW,3.13,34.0,0.0,0.0,2011-01-12 04:00:00
8288,2011,1,12,5,beijing_2,-21.0,1025.0,-9.0,NW,4.92,37.0,0.0,0.0,2011-01-12 05:00:00
8289,2011,1,12,6,beijing_2,-22.0,1025.0,-13.0,NW,8.05,49.0,0.0,0.0,2011-01-12 06:00:00
8290,2011,1,12,7,beijing_2,-21.0,1025.0,-13.0,NW,8.94,62.0,0.0,0.0,2011-01-12 07:00:00
8291,2011,1,12,8,beijing_2,-20.0,1026.0,-13.0,SE,0.89,59.0,0.0,0.0,2011-01-12 08:00:00
8292,2011,1,12,9,beijing_2,-19.0,1026.0,-9.0,NW,1.79,74.0,0.0,0.0,2011-01-12 09:00:00
8293,2011,1,12,10,beijing_2,-19.0,1026.0,-6.0,NW,3.58,61.0,0.0,0.0,2011-01-12 10:00:00
8294,2011,1,12,11,beijing_2,-20.0,1026.0,-4.0,NW,5.37,86.0,0.0,0.0,2011-01-12 11:00:00
8295,2011,1,12,12,beijing_2,-20.0,1024.0,-1.0,CV,0.89,71.0,0.0,0.0,2011-01-12 12:00:00
8296,2011,1,12,13,beijing_2,-19.0,1023.0,0.0,CV,1.78,56.0,0.0,0.0,2011-01-12 13:00:00
8297,2011,1,12,14,beijing_2,-21.0,1022.0,0.0,SE,4.02,79.0,0.0,0.0,2011-01-12 14:00:00
8298,2011,1,12,15,beijing_2,-22.0,1022.0,1.0,SE,7.15,81.0,0.0,0.0,2011-01-12 15:00:00
8299,2011,1,12,16,beijing_2,-20.0,1022.0,0.0,SE,10.28,89.0,0.0,0.0,2011-01-12 16:00:00
8300,2011,1,12,17,beijing_2,-20.0,1022.0,-3.0,SE,12.07,45.0,0.0,0.0,2011-01-12 17:00:00
8301,2011,1,12,18,beijing_2,-20.0,1022.0,-3.0,SE,15.2,55.0,0.0,0.0,2011-01-12 18:00:00
8302,2011,1,12,19,beijing_2,-18.0,1022.0,-5.0,SE,16.09,49.0,0.0,0.0,2011-01-12 19:00:00
8303,2011,1,12,20,beijing_2,-20.0,1023.0,-6.0,CV,0.89,66.0,0.0,0.0,2011-01-12 20:00:00
8304,2011,1,12,21,beijing_2,-19.0,1023.0,-8.0,SE,0.89,96.0,0.0,0.0,2011-01-12 21:00:00
8305,2011,1,12,22,beijing_2,-18.0,1023.0,-8.0,CV,0.89,100.0,0.0,0.0,2011-01-12 22:00:00
8306,2011,1,12,23,beijing_2,-19.0,1023.0,-9.0,CV,1.78,124.0,0.0,0.0,2011-01-12 23:00:00
8307,2011,1,13,0,beijing_2,-19.0,1022.0,-10.0,SE,0.89,144.0,0.0,0.0,2011-01-13 00:00:00
8308,2011,1,13,1,beijing_2,-20.0,1022.0,-8.0,NE,1.79,252.0,0.0,0.0,2011-01-13 01:00:00
8309,2011,1,13,2,beijing_2,-20.0,1022.0,-11.0,NW,1.79,244.0,0.0,0.0,2011-01-13 02:00:00
8310,2011,1,13,3,beijing_2,-19.0,1022.0,-12.0,NW,4.92,204.0,0.0,0.0,2011-01-13 03:00:00
8311,2011,1,13,4,beijing_2,-18.0,1022.0,-11.0,NW,6.71,166.0,0.0,0.0,2011-01-13 04:00:00
8312,2011,1,13,5,beijing_2,-18.0,1021.0,-11.0,NW,7.6,138.0,0.0,0.0,2011-01-13 05:00:00
8313,2011,1,13,6,beijing_2,-19.0,1022.0,-10.0,NW,9.39,149.0,0.0,0.0,2011-01-13 06:00:00
8314,2011,1,13,7,beijing_2,-19.0,1022.0,-13.0,NW,12.52,139.0,0.0,0.0,2011-01-13 07:00:00
8315,2011,1,13,8,beijing_2,-18.0,1023.0,-9.0,CV,0.89,168.0,0.0,0.0,2011-01-13 08:00:00
8316,2011,1,13,9,beijing_2,-17.0,1023.0,-7.0,NW,1.79,165.0,0.0,0.0,2011-01-13 09:00:00
8317,2011,1,13,10,beijing_2,-16.0,1023.0,-3.0,CV,0.89,123.0,0.0,0.0,2011-01-13 10:00:00
8318,2011,1,13,11,beijing_2,-17.0,1023.0,-2.0,CV,1.78,125.0,0.0,0.0,2011-01-13 11:00:00
8319,2011,1,13,12,beijing_2,-19.0,1021.0,0.0,CV,2.67,111.0,0.0,0.0,2011-01-13 12:00:00
8320,2011,1,13,13,beijing_2,-21.0,1020.0,3.0,NW,5.81,79.0,0.0,0.0,2011-01-13 13:00:00
8321,2011,1,13,14,beijing_2,-21.0,1020.0,3.0,NW,15.64,51.0,0.0,0.0,2011-01-13 14:00:00
8322,2011,1,13,15,beijing_2,-21.0,1020.0,3.0,NW,24.58,69.0,0.0,0.0,2011-01-13 15:00:00
8323,2011,1,13,16,beijing_2,-21.0,1021.0,3.0,NW,31.73,75.0,0.0,0.0,2011-01-13 16:00:00
8324,2011,1,13,17,beijing_2,-19.0,1022.0,2.0,SE,4.02,60.0,0.0,0.0,2011-01-13 17:00:00
8325,2011,1,13,18,beijing_2,-19.0,1022.0,1.0,NW,4.02,62.0,0.0,0.0,2011-01-13 18:00:00
8326,2011,1,13,19,beijing_2,-18.0,1023.0,-2.0,NW,5.81,74.0,0.0,0.0,2011-01-13 19:00:00
8327,2011,1,13,20,beijing_2,-18.0,1024.0,-1.0,CV,0.89,95.0,0.0,0.0,2011-01-13 20:00:00
8328,2011,1,13,21,beijing_2,-18.0,1025.0,-7.0,NW,4.02,120.0,0.0,0.0,2011-01-13 21:00:00
8329,2011,1,13,22,beijing_2,-17.0,1025.0,-5.0,SE,1.79,125.0,0.0,0.0,2011-01-13 22:00:00
8330,2011,1,13,23,beijing_2,-18.0,1026.0,-2.0,NW,3.13,95.0,0.0,0.0,2011-01-13 23:00:00
8331,2011,1,14,0,beijing_2,-17.0,1027.0,-2.0,NW,8.05,27.0,0.0,0.0,2011-01-14 00:00:00
